"season"|"team"|"player"|"dob"|"age"|"nationality"|"current.club"|"height.cm"|"foot"|"joined"|"contract.start"|"contract.end"|"curr.market.value.EUR"|"prev.market.value.EUR"
"2016"|"Bengaluru FC"|"Boithang Haokip"|1991-09-09|"24"|"India"|"Bengaluru FC"|"178"|NA|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Mandar Rao Desai"|1992-03-18|"24"|"India"|"FC Goa"|"171"|NA|2016-12-20|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Alwyn George"|1992-03-01|"24"|"India"|"FC Pune City"|"173"|NA|2015-07-29|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Seiminlen Doungel"|1994-01-03|"22"|"India"|"Kerala Blasters FC"|"172"|"right"|2015-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Edu García"|1990-04-24|"26"|"Spain"|"Zhejiang Greentown"|"182"|"right"|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Udanta Singh"|1996-06-14|"20"|"India"|"Bengaluru FC"|NA|NA|2014-07-15|NA|2020-06-30|NA|NA
"2016"|"Bengaluru FC"|"Toni Dovale"|1990-04-04|"26"|"Spain"|"Nea Salamina Famagusta"|"177"|"left"|NA|NA|NA|"500K"|"700K"
"2016"|"Bengaluru FC"|"Beingaichho Beokhokhai"|1992-12-01|"23"|"India"|"Mohun Bagan AC"|NA|"right"|2013-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Miku Fedor"|1985-08-19|"30"|"Venezuela"|"Bengaluru FC"|"185"|"right"|NA|NA|NA|"2.50M"|"2.00M"
"2016"|"Bengaluru FC"|"Sunil Chhetri"|1984-08-03|"31"|"India"|"Bengaluru FC"|"170"|NA|2017-01-01|NA|2020-05-31|"400K"|"400K"
"2016"|"Bengaluru FC"|"Braulio Nóbrega"|1985-09-18|"30"|"Spain"|"CD Alcoyano"|"178"|"right"|NA|NA|NA|"150K"|"150K"
"2016"|"Bengaluru FC"|"Marjan Jugovic"|1983-08-26|"32"|"Serbia"|"Without Club"|"188"|"both"|2017-02-01|NA|NA|"100K"|"200K"
"2016"|"Bengaluru FC"|"Roby Norales"|1991-01-25|"25"|"Honduras"|"Unknown"|"180"|"right"|2017-01-02|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Sembi Haokip"|1993-08-26|"22"|"India"|"Bengaluru FC"|"183"|NA|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Daniel Lalhlimpuia"|1997-09-12|"18"|"India"|"Delhi Dynamos FC"|"184"|NA|2015-11-17|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Karanjit Singh"|1986-01-08|"30"|"India"|"Chennaiyin FC"|"182"|"right"|2016-07-01|NA|2019-05-31|"100K"|"100K"
"2016"|"Chennaiyin FC"|"Pawan Kumar"|1990-07-01|"26"|"India"|"NorthEast United FC"|"182"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Shahinlal Meloly"|1990-02-15|"26"|"India"|"Without Club"|"188"|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Keenan Almeida"|1991-12-10|"24"|"India"|"FC Pune City"|"181"|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Sanjay Balmuchu"|1992-01-05|"24"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Henrique Sereno"|1985-05-18|"31"|"Portugal"|"Chennaiyin FC"|"187"|"right"|NA|NA|NA|"750K"|"750K"
"2016"|"Chennaiyin FC"|"Mailson"|1988-02-05|"28"|"Brazil"|"Chennaiyin FC"|"183"|"right"|2015-08-11|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Dhanachandra Singh"|1987-03-04|"29"|"India"|"Jamshedpur FC"|"180"|NA|2015-07-01|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Fulganco Cardozo"|1988-01-23|"28"|"India"|"Without Club"|"183"|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Jerry Lalrinzuala"|1998-07-30|"17"|"India"|"Chennaiyin FC"|"174"|"left"|2016-07-01|NA|2020-05-31|NA|NA
"2016"|"Chennaiyin FC"|"Iñigo Calderón"|1982-01-04|"34"|"Spain"|"Chennaiyin FC"|"180"|"right"|NA|NA|NA|"500K"|"500K"
"2016"|"Chennaiyin FC"|"Germanpreet Singh"|1996-06-24|"20"|"India"|"Chennaiyin FC"|"175"|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Bikramjit Singh"|1992-10-15|"23"|"India"|"Delhi Dynamos FC"|"171"|NA|NA|NA|NA|NA|NA
"2016"|"Chennaiyin FC"|"Dhanpal Ganesh"|1994-06-13|"22"|"India"|"Chennaiyin FC"|"185"|NA|2016-07-01|NA|2019-05-31|NA|NA
"2016"|"Chennaiyin FC"|"Raphael Augusto"|1991-03-06|"25"|"Brazil"|"Chennaiyin FC"|"181"|"both"|2016-07-17|NA|2019-12-31|"200K"|"200K"
"2016"|"Chennaiyin FC"|"Thoi Singh"|1990-10-05|"25"|"India"|"Chennaiyin FC"|"168"|NA|2015-07-10|NA|2019-05-31|NA|NA
"2016"|"Chennaiyin FC"|"Anirudh Thapa"|1998-01-15|"18"|"India"|"Chennaiyin FC"|"169"|NA|2016-07-01|NA|2020-05-31|NA|NA
"2016"|"Chennaiyin FC"|"Francis Fernandes"|1985-11-25|"30"|"India"|"Chennaiyin FC"|"170"|NA|NA|NA|NA|"50K"|NA
"2016"|"Chennaiyin FC"|"Rene Mihelic"|1988-07-05|"27"|"Slovenia"|"Delhi Dynamos FC"|"177"|"right"|NA|NA|NA|"350K"|"500K"
"2016"|"Chennaiyin FC"|"Jaime Gavilán"|1985-05-12|"31"|"Spain"|"AD Alcorcón"|"177"|"left"|NA|NA|NA|"750K"|"900K"
"2016"|"Chennaiyin FC"|"Baoringdao Bodo"|1999-10-17|"16"|"India"|"Chennaiyin FC"|"172"|"right"|2016-05-18|NA|2020-05-31|NA|NA
"2016"|"Chennaiyin FC"|"Gregory Nelson"|1988-01-31|"28"|"Netherlands"|"Chennaiyin FC"|"176"|"right"|NA|NA|NA|"900K"|"900K"
"2016"|"Chennaiyin FC"|"Jude Nworuh"|1989-06-09|"27"|"Nigeria"|"Without Club"|"170"|"right"|NA|NA|NA|"500K"|"200K"
"2016"|"Chennaiyin FC"|"Jeje Lalpekhlua"|1991-01-07|"25"|"India"|"Chennaiyin FC"|"176"|NA|2015-07-01|NA|2020-05-31|"125K"|NA
"2016"|"Chennaiyin FC"|"Mohammed Rafi"|1982-05-24|"34"|"India"|"Chennaiyin FC"|"179"|NA|NA|NA|NA|"25K"|NA
"2016"|"Chennaiyin FC"|"Aman Chetri"|2001-07-26|"14"|"India"|"Chennaiyin FC"|"169"|"right"|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Albino Gomes"|1994-02-07|"22"|"India"|"Delhi Dynamos FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Arnab Das"|1987-11-20|"28"|"India"|"Gokulam Kerala FC"|"183"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Sukhdev Patil"|1998-01-23|"18"|"India"|"Delhi Dynamos FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Mohammad Sajid Dhot"|1997-12-10|"18"|"India"|"Delhi Dynamos FC"|"184"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Munmun Lugun"|1993-05-05|"23"|"India"|"Without Club"|"176"|NA|2014-07-01|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Gabriel Cichero"|1984-04-25|"32"|"Venezuela"|"CE L’Hospitalet"|"184"|"left"|NA|NA|NA|"500K"|"750K"
"2016"|"Delhi Dynamos FC"|"Rowilson Rodrigues"|1987-03-26|"29"|"India"|"Without Club"|"181"|NA|NA|NA|NA|"25K"|NA
"2016"|"Delhi Dynamos FC"|"Pratik Chowdhary"|1989-10-04|"26"|"India"|"Jamshedpur FC"|"186"|"right"|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Sena Ralte"|1988-07-06|"27"|"India"|"Amar Tomar Kolkata"|"170"|"left"|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Edu Moya"|1981-01-03|"35"|"Spain"|"Without Club"|"175"|"right"|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Pritam Kotal"|1993-08-09|"22"|"India"|"Delhi Dynamos FC"|"179"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Lallianzuala Chhangte"|1997-08-06|"18"|"India"|"Delhi Dynamos FC"|"167"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Nandha Kumar Sekar"|1995-12-20|"20"|"India"|"Delhi Dynamos FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Paulinho Dias"|1988-05-13|"28"|"Brazil"|"Ituano Futebol Clube (SP)"|"175"|"right"|NA|NA|NA|"900K"|"1.10M"
"2016"|"Delhi Dynamos FC"|"Simranjeet Singh"|1992-01-25|"24"|"India"|"NorthEast United FC"|NA|"right"|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Vinit Rai"|1997-10-10|"18"|"India"|"Delhi Dynamos FC"|"184"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"David Ngaihte"|1989-12-16|"26"|"India"|"Tollygunge Agragami"|"170"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Seityasen Singh"|1992-03-12|"24"|"India"|"NorthEast United FC"|"178"|NA|NA|NA|NA|NA|NA
"2016"|"Delhi Dynamos FC"|"Matías Mirabaje"|1989-03-06|"27"|"Uruguay"|"Mumbai City FC"|"179"|"left"|NA|NA|NA|"400K"|"400K"
"2016"|"Delhi Dynamos FC"|"Jeroen Lumu"|1995-05-27|"21"|"Netherlands"|"Petrolul Ploiesti"|"178"|"left"|NA|NA|NA|"300K"|"300K"
"2016"|"Delhi Dynamos FC"|"Romeo Fernandes"|1992-07-06|"23"|"India"|"Delhi Dynamos FC"|"168"|NA|NA|NA|NA|"100K"|NA
"2016"|"Delhi Dynamos FC"|"Kalu Uche"|1982-11-15|"33"|"Nigeria"|"Amar Tomar Kolkata"|"180"|"right"|NA|NA|NA|"1.00M"|"2.00M"
"2016"|"Delhi Dynamos FC"|"Guyon Fernandez"|1986-04-18|"30"|"Curacao"|"Without Club"|"184"|"right"|NA|NA|NA|"500K"|"500K"
"2016"|"FC Goa"|"Bruno Colaco"|1991-10-11|"24"|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Laxmikant Kattimani"|1989-05-03|"27"|"India"|"FC Goa"|"183"|NA|2015-07-01|NA|2020-06-30|NA|NA
"2016"|"FC Goa"|"Naveen Kumar"|1989-01-09|"27"|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Amey Ranawade"|1998-03-07|"18"|"India"|"Mohun Bagan AC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Konsham Singh"|1996-11-23|"19"|"India"|"FC Goa"|"186"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Sergio Juste"|1992-01-19|"24"|"Spain"|"CE L’Hospitalet"|"181"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Mohamed Ali"|1992-08-21|"23"|"India"|"FC Goa"|"178"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Narayan Das"|1993-09-25|"22"|"India"|"Delhi Dynamos FC"|"175"|NA|2015-07-01|NA|NA|NA|NA
"2016"|"FC Goa"|"Anthony D'Souza"|1987-03-02|"29"|"India"|"Without Club"|"164"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Mohammed Yasir"|NA|NA|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Seriton Fernandes"|1992-10-26|"23"|"India"|"FC Goa"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Jovel Martins"|1990-08-15|"25"|"India"|"Churchill Brothers SC"|"162"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Ahmed Jahouh"|1988-07-31|"27"|"Morocco"|"FC Goa"|NA|"right"|NA|NA|NA|"450K"|"500K"
"2016"|"FC Goa"|"Bruno Pinheiro"|1987-08-21|"28"|"Portugal"|"FC Goa"|"185"|"right"|2014-08-21|NA|NA|"400K"|"300K"
"2016"|"FC Goa"|"Pronay Halder"|1993-02-25|"23"|"India"|"Amar Tomar Kolkata"|"177"|"right"|2015-07-01|NA|NA|NA|NA
"2016"|"FC Goa"|"Pratesh Shirodkar"|1989-02-19|"27"|"India"|"FC Goa"|"158"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"FC Goa"|"Edu Bedia"|1989-03-23|"27"|"Spain"|"FC Goa"|"183"|"left"|NA|NA|NA|"400K"|"400K"
"2016"|"FC Goa"|"Mandar Rao Desai"|1992-03-18|"24"|"India"|"FC Goa"|"171"|NA|2016-07-01|NA|2020-05-31|NA|NA
"2016"|"FC Goa"|"Brandon Fernandes"|1994-09-20|"21"|"India"|"FC Goa"|"171"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Manvir Singh"|1995-11-06|"20"|"India"|"FC Goa"|"187"|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Liston Colaco"|1998-11-12|"17"|"India"|"FC Goa"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Goa"|"Manuel Lanzarote"|1984-01-20|"32"|"Spain"|"Amar Tomar Kolkata"|"178"|"left"|NA|NA|NA|"500K"|"800K"
"2016"|"FC Goa"|"Manuel Arana"|1984-12-03|"31"|"Spain"|"Without Club"|"175"|"right"|NA|NA|NA|"400K"|"500K"
"2016"|"FC Goa"|"Coro"|1983-01-05|"33"|"Spain"|"FC Goa"|"171"|"right"|NA|NA|NA|"400K"|"700K"
"2016"|"FC Goa"|"Adrián Colunga"|1984-11-17|"31"|"Spain"|"Retired"|"172"|"right"|NA|NA|NA|"1.00M"|"1.80M"
"2016"|"FC Goa"|"Rafael Coelho"|1988-05-20|"28"|"Brazil"|"Without Club"|"175"|"right"|2015-11-03|NA|NA|"650K"|"700K"
"2016"|"FC Pune City"|"Kamaljit Singh"|1995-12-28|"20"|"India"|"FC Pune City"|"185"|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Vishal Kaith"|1996-07-22|"19"|"India"|"FC Pune City"|"188"|"right"|2016-07-01|NA|NA|NA|NA
"2016"|"FC Pune City"|"Anuj Kumar"|1998-07-24|"17"|"India"|"FC Pune City"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Harpreet Singh"|1982-09-08|"33"|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Sarthak Golui"|1997-11-03|"18"|"India"|"FC Pune City"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Sahil Panwar"|NA|NA|"India"|"FC Pune City"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Rafa López"|1985-04-09|"31"|"Spain"|"CF Rayo Majadahonda"|"183"|"right"|NA|NA|NA|"500K"|"700K"
"2016"|"FC Pune City"|"Damir Grgic"|1992-05-18|"24"|"Croatia"|"NK Aluminij Kidricevo"|"194"|"both"|NA|NA|NA|"50K"|NA
"2016"|"FC Pune City"|"Nim Dorjee Tamang"|1995-10-30|"20"|"India"|"FC Pune City"|"179"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Gurtej Singh"|1990-05-02|"26"|"India"|"FC Pune City"|"181"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Wayne Vaz"|1994-07-28|"21"|"India"|"FC Pune City"|"177"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Pawan Kumar"|1995-05-12|"21"|"India"|"NorthEast United FC"|"183"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Lalchhuanmawia"|1989-04-14|"27"|"India"|"FC Pune City"|"182"|"left"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Adil Khan"|1988-07-07|"27"|"India"|"FC Pune City"|"177"|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Rohit Kumar"|1997-01-01|"19"|"India"|"FC Pune City"|"185"|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Marcos Tébar"|1986-02-07|"30"|"Spain"|"Delhi Dynamos FC"|"185"|"right"|NA|NA|NA|"500K"|"750K"
"2016"|"FC Pune City"|"Jonatan Lucca"|1994-06-02|"22"|"Brazil"|"Os Belenenses SAD"|"184"|"left"|2016-07-20|NA|2019-06-30|"500K"|"700K"
"2016"|"FC Pune City"|"Jewel Raja"|1990-01-19|"26"|"India"|"Mohammedan Sporting Club"|"172"|NA|NA|NA|NA|"50K"|"50K"
"2016"|"FC Pune City"|"Kean Lewis"|1992-09-19|"23"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Robertino Pugliara"|1984-02-21|"32"|"Argentina"|"Persebaya Surabaya"|"170"|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Issac Vanmalsawma"|1996-09-15|"19"|"India"|"Chennaiyin FC"|"174"|"right"|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Ajay Singh"|1989-03-28|"27"|"India"|"Gokulam Kerala FC"|"175"|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Marcelinho"|1987-06-22|"29"|"Brazil"|"FC Pune City"|"178"|"left"|NA|NA|NA|"1.00M"|"700K"
"2016"|"FC Pune City"|"Diego"|1988-05-15|"28"|"Brazil"|"FC Pune City"|"174"|"both"|NA|NA|NA|"400K"|"500K"
"2016"|"FC Pune City"|"Ashique Kuruniyan"|1997-06-14|"19"|"India"|"FC Pune City"|NA|NA|NA|NA|NA|NA|NA
"2016"|"FC Pune City"|"Baljit Sahni"|1987-01-12|"29"|"India"|"Without Club"|"175"|NA|NA|NA|NA|"25K"|NA
"2016"|"FC Pune City"|"Emiliano Alfaro"|1988-04-28|"28"|"Uruguay"|"FC Pune City"|"173"|"right"|NA|NA|NA|"900K"|"750K"
"2016"|"Jamshedpur FC"|"Subrata Pal"|1986-12-24|"29"|"India"|"Jamshedpur FC"|"185"|"both"|NA|NA|NA|"100K"|NA
"2016"|"Jamshedpur FC"|"Sanjiban Ghosh"|1991-07-06|"24"|"India"|"Chennaiyin FC"|"183"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"André Bikey-Amougou"|1985-01-08|"31"|"Cameroon"|"Amar Tomar Kolkata"|"183"|"right"|NA|NA|NA|"800K"|"800K"
"2016"|"Jamshedpur FC"|"Sairuat Kima"|1997-11-07|"18"|"India"|"Bengaluru FC"|"190"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Anas Edathodika"|1987-02-15|"29"|"India"|"Kerala Blasters FC"|"181"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Robin Gurung"|1992-10-24|"23"|"India"|"Jamshedpur FC"|"172"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Tiri"|1991-07-14|"24"|"Spain"|"Jamshedpur FC"|"182"|"left"|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Shouvik Ghosh"|1992-11-05|"23"|"India"|"Mumbai City FC"|"181"|"left"|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Yumnam Raju"|1989-07-03|"26"|"India"|"Jamshedpur FC"|"170"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Memo"|1988-02-14|"28"|"Brazil"|"Jamshedpur FC"|"179"|"right"|NA|NA|NA|"200K"|"150K"
"2016"|"Jamshedpur FC"|"Mehtab Hossain"|1985-09-05|"30"|"India"|"Retired"|"171"|"both"|NA|NA|NA|"100K"|NA
"2016"|"Jamshedpur FC"|"Matheus Trindade"|1996-03-05|"20"|"Brazil"|"AC Goianiense (GO)"|"175"|"right"|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Souvik Chakrabarti"|1991-07-12|"24"|"India"|"Mumbai City FC"|"174"|"both"|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Bikash Jairu"|1982-03-12|"34"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Farukh Choudhary"|1996-11-08|"19"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Sumeet Passi"|1995-04-18|"21"|"India"|"Jamshedpur FC"|"179"|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Siddharth Singh"|NA|NA|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Jerry Mawihmingthanga"|1997-03-09|"19"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Sameehg Doutie"|1989-05-31|"27"|"South Africa"|"IFK Värnamo"|"168"|"right"|NA|NA|NA|"500K"|"500K"
"2016"|"Jamshedpur FC"|"Ashim Biswas"|1982-07-14|"33"|"India"|"Tollygunge Agragami"|"178"|"right"|NA|NA|NA|NA|NA
"2016"|"Jamshedpur FC"|"Izu Azuka"|1989-05-24|"27"|"Nigeria"|"Fasil Kenema FC"|"183"|"right"|NA|NA|NA|"400K"|"400K"
"2016"|"Jamshedpur FC"|"Kervens Belfort"|1992-05-16|"24"|"Haiti"|"Without Club"|"184"|"right"|NA|NA|NA|"200K"|"300K"
"2016"|"Kerala Blasters FC"|"Paul Rachubka"|1981-05-21|"35"|"England"|"Without Club"|"185"|"right"|NA|NA|NA|"250K"|"250K"
"2016"|"Kerala Blasters FC"|"Sandip Nandy"|1975-01-15|"41"|"India"|"Without Club"|"178"|NA|2015-07-01|NA|NA|"25K"|"50K"
"2016"|"Kerala Blasters FC"|"Subhasish Roy Chowdhury"|1986-09-27|"29"|"India"|"Jamshedpur FC"|"185"|NA|NA|NA|NA|"25K"|"25K"
"2016"|"Kerala Blasters FC"|"Mohammad Ansari"|1994-02-24|"22"|"India"|"Mohammedan Sporting Club"|"180"|NA|2016-09-07|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Wes Brown"|1979-10-13|"36"|"England"|"Without Club"|"184"|"right"|NA|NA|NA|"500K"|"500K"
"2016"|"Kerala Blasters FC"|"Nemanja Lakic-Pesic"|1991-09-22|"24"|"Serbia"|"Kerala Blasters FC"|"192"|"left"|NA|NA|NA|"450K"|"400K"
"2016"|"Kerala Blasters FC"|"Sandesh Jhingan"|1993-07-21|"22"|"India"|"Kerala Blasters FC"|"188"|NA|2014-07-22|NA|2020-05-31|"25K"|NA
"2016"|"Kerala Blasters FC"|"Mohammad Rakip"|2000-05-14|"16"|"India"|"Kerala Blasters FC"|NA|"right"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Lalthakima"|1997-04-09|"19"|"India"|"Without Club"|"178"|"both"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Lalruatthara"|1995-01-17|"21"|"India"|"Kerala Blasters FC"|"180"|"both"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Pritam Singh"|1995-12-10|"20"|"India"|"Kerala Blasters FC"|"174"|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Samuel Shadap"|1992-11-26|"23"|"India"|"Without Club"|"164"|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Rino Anto"|1988-01-03|"28"|"India"|"Bengaluru FC"|"174"|"right"|2016-08-26|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Prasanth Karuthadathkuni"|1997-06-24|"19"|"India"|"Kerala Blasters FC"|NA|NA|2016-09-07|NA|2020-05-31|NA|NA
"2016"|"Kerala Blasters FC"|"Milan Singh"|1992-05-15|"24"|"India"|"Mumbai City FC"|"174"|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Ajith Sivan"|1997-06-01|"19"|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Deependra Singh Negi"|1998-11-20|"17"|"India"|"Kerala Blasters FC"|"172"|"both"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Siam Hanghal"|1993-05-26|"23"|"India"|"Delhi Dynamos FC"|"182"|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"C.K. Vineeth"|1988-05-20|"28"|"India"|"Kerala Blasters FC"|"178"|NA|2016-11-01|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Pulga"|1985-11-06|"30"|"Spain"|"Without Club"|"180"|"right"|2014-08-21|NA|NA|"150K"|"50K"
"2016"|"Kerala Blasters FC"|"Arata Izumi"|1982-07-31|"33"|"India"|"Retired"|"175"|NA|NA|NA|NA|"75K"|NA
"2016"|"Kerala Blasters FC"|"Loken Meitei"|1997-05-04|"19"|"India"|"Kerala Blasters FC"|"170"|"right"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Jackichand Singh"|1992-03-17|"24"|"India"|"FC Goa"|"170"|NA|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Courage Pekuson"|1995-01-02|"21"|"Ghana"|"Kerala Blasters FC"|NA|"right"|NA|NA|NA|NA|NA
"2016"|"Kerala Blasters FC"|"Dimitar Berbatov"|1981-01-30|"35"|"Bulgaria"|"Without Club"|"189"|"right"|NA|NA|NA|"1.00M"|"1.00M"
"2016"|"Kerala Blasters FC"|"Iain Hume"|1983-10-30|"32"|"Canada"|"FC Pune City"|"170"|"right"|2014-08-21|NA|NA|"300K"|"500K"
"2016"|"Kerala Blasters FC"|"Gudjón Baldvinsson"|1986-02-15|"30"|"Iceland"|"UMF Stjarnan Gardabaer"|"184"|"right"|NA|NA|NA|"200K"|"250K"
"2016"|"Kerala Blasters FC"|"Karan Sawhney"|1992-03-23|"24"|"India"|"Without Club"|"184"|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Arindam Bhattacharya"|1989-05-20|"27"|"India"|"Amar Tomar Kolkata"|"189"|NA|NA|NA|NA|"25K"|NA
"2016"|"Mumbai City FC"|"Amrinder Singh"|1993-05-27|"23"|"India"|"Mumbai City FC"|"186"|NA|2016-09-08|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Kunal Sawant"|1986-08-23|"29"|"India"|"Mumbai City FC"|"188"|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Biswajit Saha"|1987-12-15|"28"|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Davinder Singh"|1995-09-23|"20"|"India"|"Mumbai City FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Márcio Rosário"|1983-11-21|"32"|"Brazil"|"Persipura Jayapura"|"187"|"left"|NA|NA|NA|"700K"|"1.00M"
"2016"|"Mumbai City FC"|"Gérson"|1992-10-04|"23"|"Brazil"|"Amar Tomar Kolkata"|"180"|"right"|2016-07-01|NA|NA|"300K"|"150K"
"2016"|"Mumbai City FC"|"Lucian Goian"|1983-02-10|"33"|"Romania"|"Mumbai City FC"|"185"|"right"|2016-07-19|NA|NA|"150K"|"200K"
